user_id,elo,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492664,1349,196,-23,-13,-32,21,-24,144,157,-49,-148,-44,-42,-103,-23,-24,-23,153,56,87,130,-17,-7,-10,126,-79,-25,-154,43,-13,157,-20,-17,88,-9,120,-20,-17,-2,-17,85,-19,-18,-25,-19,100,-16,-9,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15911115,1348,181,73,115,-21,38,-19,-26,73,-39,-22,-8,-10,-29,24,-36,-22,76,-6,-18,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763521,1340,60,120,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18080299,1338,136,-29,102,117,-22,50,69,-32,-34,102,-34,64,-9,43,-9,-29,-23,106,52,-25,103,-22,-26,116,-35,112,79,106,-56,-33,-29,-21,59,-30,100,-32,18,-30,-25,-111,8,0,-50,-31,-9,-21,90,-37,63,-21,104,-30,9,11,-15,-31,-32,105,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18225090,1334,62,82,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18339722,1331,355,97,54,-13,-8,0,-13,-14,0,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18379692,1329,9,72,67,-17,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18356005,1327,78,-20,85,125,-34,-12,-20,-94,121,92,-52,117,-24,-18,-17,-34,-32,138,-25,-28,-30,-23,104,-31,-35,-35,77,-28,-19,-24,272,107,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18213421,1327,10,-29,-30,-45,102,-6,92,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18394931,1324,145,-31,-33,-25,-35,-30,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945527,1323,16,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141816,1321,186,135,41,-13,-28,-3,-6,19,-22,-15,-17,12,18,-17,-3,-12,-24,110,-3,-17,-26,14,-3,11,60,-12,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18163909,1321,13,129,-71,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13209906,1319,51,92,-36,95,-22,-44,79,-4,124,-69,-67,93,-72,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18238415,1319,140,57,-36,-27,-8,-11,75,-9,-28,-39,-75,136,-32,-58,136,-93,-65,-77,-39,-38,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10544851,1319,154,-14,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15058906,1319,106,-34,-37,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897436,1317,284,106,-33,-28,-21,-25,49,-7,-28,-28,85,107,-37,-48,-33,-27,-70,49,-45,-42,-39,-23,-29,-37,-40,-41,-29,-72,-32,75,-35,-11,-19,54,-23,-21,98,-19,-8,-64,77,89,-24,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7525521,1315,102,100,-26,-41,-27,98,79,-30,-23,-31,-25,54,-56,-8,50,44,-34,-30,-41,118,82,-34,-35,88,-37,-39,-37,-23,-20,93,-24,-18,47,101,-21,-27,72,93,-46,-30,81,-69,-34,-35,-32,-25,-31,-41,21,73,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18442847,1315,136,-36,-24,-5,-5,-9,16,15,29,-10,-29,15,-21,-1,-13,-29,23,15,-5,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18280736,1314,100,124,-34,-28,61,-38,-6,-3,-25,118,-26,67,-69,-44,-58,-47,-51,-54,-37,-31,-14,-19,-7,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18237300,1312,6,-32,-26,-14,-9,-17,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691819,1310,469,134,94,-65,-58,-38,-47,15,-63,-48,16,-35,52,116,-42,-65,-70,95,110,-37,-36,-31,19,-29,84,-56,-60,-57,-41,-65,-57,106,-77,86,101,-52,-24,120,131,133,-22,-43,72,-180,-113,164,-83,-45,-65,-122,-25,-19,-11,138,-34,-15,-13,-17,-21,-24,106,-17,-10,-24,-6,-6,7,-61,-43,-18,-27,-7,-23,93,123,125,-44,95,-17,-64,-23,-28,-9,-21,-17,99,117,86,-22,-25,-29,-10,-19,121,-6,83,80,-15,-48,-51,115
18463490,1310,99,120,-29,-31,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12039877,1308,22,-41,76,-18,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18436057,1307,263,112,62,86,-30,-11,-8,-17,90,-62,-24,-26,-37,78,-64,-33,-32,-29,-22,-28,109,-20,-24,51,-22,78,292,-12,91,8,137,-44,-32,94,95,-29,-48,142,-27,-5,-34,79,-32,-50,-25,-25,91,-6,-19,-26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14309012,1306,34,47,40,-38,-17,-36,-7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18427365,1305,176,107,-33,-28,117,-44,-35,-28,-27,-26,42,-33,-14,-34,-37,-31,-33,67,-50,-13,53,50,85,-35,-27,-27,-2,69,70,-47,-56,-62,-39,-36,-42,-9,-38,-29,80,-42,74,87,-42,-33,-38,-29,62,-49,113,-58,16,-27,268,-112,-65,-15,-68,183,262,-64,-10,-40,-54,136,-32,194,-46,-43,-18,-34,-43,82,-54,153,-25,-12,-27,119,-10,-22,-6,107,-33,-31,-15,-21,-19,48,-25,48,-24,-11,116,-18,-20,63,-29,-21,-16,-27,91
6197223,1304,70,155,-68,133,-41,125,113,-35,161,-77,-51,-40,-45,-34,54,-62,-26,-32,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203153,1303,431,182,-15,-5,-11,-11,-36,-8,136,-22,44,176,-133,-34,-29,-18,-11,-5,-11,-7,-5,26,37,-19,142,-6,-15,-6,15,-11,120,-11,-16,-9,14,-8,-23,-8,-8,44,-12,-21,180,13,-33,-15,-13,-7,-12,-10,156,4,-15,150,-12,-13,135,-7,-22,-15,-9,-8,100,-153,151,-8,-12,132,-8,99,3,-48,-49,-34,-14,-29,-12,-12,-8,3,3,130,-9,-60,170,-17,26,-32,-17,-14,-33,110,-13,-16,55,-19,-34,36,118,-17,-33
15308133,1303,92,151,108,114,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12678566,1303,19,-99,-108,-75,-101,-2,-70,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12074219,1301,130,166,-53,-10,7,155,-32,-26,-7,-12,0,3,2,30,140,-110,8,-28,-53,118,159,-42,-22,-37,-35,88,-175,122,-53,-37,-28,260,86,129,-23,-44,-39,-32,-29,84,-34,-32,-63,-56,-35,109,-2,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14246637,1301,126,109,-32,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825843,1300,8,-58,-54,-70,-70,-68,-51,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18122394,1298,82,104,-30,114,-25,-30,111,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229020,1297,104,-37,69,-55,108,-31,90,87,-31,-48,113,-39,-35,-32,-47,-64,85,-28,63,-20,102,-35,-31,-9,102,71,-25,-59,-34,9,-26,63,-73,-43,-18,-30,-45,-29,-38,75,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860552,1296,45,-26,-23,-19,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11569383,1295,96,-32,-37,-27,91,-34,-41,-15,-10,107,-11,-15,112,-20,-34,-9,-2,33,49,-39,-38,-20,-20,-67,69,79,-39,-24,-5,-17,-8,73,-11,88,24,-41,-6,-36,61,-33,-35,-31,-15,-25,-32,81,-32,9,97,-42,-41,-37,-40,43,78,-43,-30,-24,-36,-32,-34,-33,74,79,-17,-20,-7,20,-29,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897049,1293,71,0,-14,53,-16,-21,84,162,-14,-31,-86,110,-21,-16,-26,2,-17,11,-44,148,-17,148,-23,-32,-31,-37,-35,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826239,1292,122,88,121,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14725259,1292,129,-26,-9,-17,-13,12,72,107,-30,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651434,1292,28,-38,125,-30,-32,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13375765,1292,37,-75,-42,-16,-21,-35,79,141,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378469,1291,27,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18047472,1290,67,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15134400,1289,28,-41,-22,94,-32,-32,14,-10,-67,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582311,1288,26,89,-28,-13,49,-57,42,56,-50,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027985,1286,10,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519797,1284,48,69,38,108,-28,85,-17,-42,69,-64,-37,83,-34,-24,41,-43,-66,-62,-64,-82,-58,-41,-21,-15,-14,-71,-7,-81,51,-17,-58,-53,-68,-68,-27,-25,114,-37,-9,-4,-32,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18010062,1283,106,70,-10,128,-20,-15,-9,172,-19,-11,134,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18401537,1283,52,-32,-44,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873537,1283,117,-47,-18,-11,57,-7,-19,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623271,1282,34,181,-31,-86,-56,-31,128,166,162,-25,134,-45,-34,111,119,-37,-67,-18,161,100,146,175,-34,-34,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16028221,1282,64,114,108,-25,-25,33,112,-27,-34,-9,-13,115,102,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070695,1282,42,31,-3,26,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12231262,1281,41,114,-46,-35,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7448750,1281,18,88,-22,-29,-61,142,-30,-26,-51,-18,-109,0,87,-15,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18391397,1280,90,65,77,-35,-3,57,-31,111,93,-35,-43,-33,-28,-40,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18365300,1280,34,-29,-42,44,-35,-22,42,-46,-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104903,1279,385,133,-39,-27,79,-6,102,106,-23,-10,-4,163,-40,125,-37,-16,-22,-23,114,-19,-28,43,-18,-14,119,-29,-18,-23,49,95,-9,-25,-3,-15,-21,78,-24,-10,-63,-8,118,-25,-26,-28,-16,-15,6,85,-18,-15,-29,-11,-40,144,-8,-11,87,33,-22,-9,104,-26,-13,-31,43,48,-20,-29,-11,96,7,83,-13,49,48,-38,-29,-23,-37,-12,65,-26,-32,-23,-23,-31,-32,34,-39,-17,-9,106,97,-63,-36,-22,-31,66,-9,107,-27
1646981,1279,19,63,-76,-47,137,-80,141,-68,-52,-38,-63,-37,53,76,-27,77,-52,-14,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18427971,1279,57,-27,-31,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251648,1279,52,-34,-35,-45,-24,-10,8,-14,-5,-2,9,-15,-28,72,9,-27,-36,130,-34,-32,18,-28,-26,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272835,1278,31,12,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18136699,1278,53,-40,-41,84,-38,-27,-5,91,-75,-88,-77,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
