,user_id,elo,number,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,means,std,min,max
20,18389802,1351,141,134,-35.0,-19.0,-20.0,-10.0,-62.0,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0.0,134.0,134.0
21,18243508,1351,242,72,-35.0,-38.0,-25.0,-16.0,103.0,-35.0,-61.0,-44.0,-31.0,-54.0,-52.0,-35.0,-12.0,-27.0,-8.0,41.0,-22.0,-46.0,-30.0,-39.0,-27.0,-49.0,-39.0,-17.0,89.0,108.0,-42.0,-35.0,-19.0,-34.0,-44.0,-35.0,-34.0,-40.0,-32.0,104.0,-42.0,84.0,-39.0,-39.0,-20.0,82.0,-26.0,-27.0,57.0,-27.0,-13.0,-22.0,19.0,-51.0,-64.0,-12.0,114.0,69.0,-52.0,-34.0,-26.0,-20.0,117.0,-48.0,-38.0,87.0,59.0,85.0,98.0,-19.0,-26.0,44.0,114.0,-21.0,-40.0,-41.0,-39.0,-30.0,-30.0,88.0,-41.0,-27.0,7.0,44.0,-35.0,-13.0,-38.0,-40.0,52.0,-45.0,-63.0,-46.0,64.0,-20.0,-27.0,99.0,-48.0,56.0,-35.0,-24.0,-16.0,0.0,0.0,80,24.11,41.0,117.0
22,8492664,1349,196,-23,-13.0,-32.0,21.0,-24.0,144.0,157.0,-49.0,-148.0,-44.0,-42.0,-103.0,-23.0,-24.0,-23.0,153.0,56.0,87.0,130.0,-17.0,-7.0,-10.0,126.0,-79.0,-25.0,-154.0,43.0,-13.0,157.0,-20.0,-17.0,88.0,-9.0,120.0,-20.0,-17.0,-2.0,-17.0,85.0,-19.0,-18.0,-25.0,-19.0,100.0,-16.0,-9.0,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,37.97,43.0,157.0
23,15911115,1348,181,73,115.0,-21.0,38.0,-19.0,-26.0,73.0,-39.0,-22.0,-8.0,-10.0,-29.0,24.0,-36.0,-22.0,76.0,-6.0,-18.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,32.08,24.0,115.0
24,1763521,1340,60,120,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,4.95,120.0,127.0
25,18080299,1338,136,-29,102.0,117.0,-22.0,50.0,69.0,-32.0,-34.0,102.0,-34.0,64.0,-9.0,43.0,-9.0,-29.0,-23.0,106.0,52.0,-25.0,103.0,-22.0,-26.0,116.0,-35.0,112.0,79.0,106.0,-56.0,-33.0,-29.0,-21.0,59.0,-30.0,100.0,-32.0,18.0,-30.0,-25.0,-111.0,8.0,0.0,-50.0,-31.0,-9.0,-21.0,90.0,-37.0,63.0,-21.0,104.0,-30.0,9.0,11.0,-15.0,-31.0,-32.0,105.0,-41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,31.62,11.0,117.0
26,18225090,1334,62,82,-43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0.0,82.0,82.0
27,18339722,1331,355,97,54.0,-13.0,-8.0,0.0,-13.0,-14.0,0.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,30.41,54.0,97.0
28,18379692,1329,9,72,67.0,-17.0,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.54,67.0,72.0
29,18356005,1327,78,-20,85.0,125.0,-34.0,-12.0,-20.0,-94.0,121.0,92.0,-52.0,117.0,-24.0,-18.0,-17.0,-34.0,-32.0,138.0,-25.0,-28.0,-30.0,-23.0,104.0,-31.0,-35.0,-35.0,77.0,-28.0,-19.0,-24.0,272.0,107.0,-32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,56.09,85.0,272.0
