,user_id,elo,number,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,means,std,min,max
10,1960440,1371,28,14664,15029.0,14306.0,14391.0,16003.0,21117.0,13350.0,17273.0,14736.0,17491.0,13648.0,15340.0,14917.0,12816.0,17876.0,16317.0,14283.0,20464.0,17914.0,14760.0,15718.0,1155.0,7263.0,15978.0,17747.0,12540.0,10829.0,,,,,,,,,,,,,,,,,,,,,,,,15580,2356.26,10829.0,21117.0
11,9592527,1360,118,35751,41939.0,47547.0,46243.0,46848.0,42581.0,38805.0,46927.0,33037.0,32988.0,42870.0,40984.0,37937.0,5900.0,31155.0,42392.0,35442.0,36322.0,45342.0,43896.0,41562.0,39396.0,40708.0,45750.0,39035.0,48297.0,39535.0,43874.0,43075.0,35305.0,37058.0,38807.0,34441.0,40370.0,46899.0,44860.0,35315.0,30545.0,44079.0,30741.0,46799.0,34410.0,27376.0,34720.0,41854.0,40871.0,47646.0,40415.0,31993.0,42636.0,40834,4590.61,31993.0,48297.0
12,18495723,1354,13,16089,14204.0,14580.0,19995.0,18250.0,21129.0,5108.0,2380.0,12723.0,2560.0,13984.0,13653.0,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13534,5506.69,2560.0,21129.0
13,14013279,1351,53,6150,11512.0,21375.0,17285.0,20883.0,15729.0,17173.0,20739.0,19978.0,10258.0,17146.0,15150.0,19566.0,14260.0,17895.0,19258.0,19486.0,15643.0,20763.0,19380.0,19789.0,18649.0,15462.0,20048.0,18828.0,18584.0,17131.0,19713.0,19187.0,17888.0,15094.0,18679.0,13606.0,6663.0,8586.0,14743.0,11655.0,6930.0,9230.0,15982.0,6715.0,14122.0,6440.0,630.0,5655.0,14899.0,12135.0,12343.0,3530.0,11815.0,15821,4120.04,6663.0,21375.0
14,14722490,1340,52,7375,19104.0,21317.0,13698.0,12946.0,24186.0,19204.0,22697.0,18115.0,9435.0,20264.0,19596.0,18582.0,20998.0,16966.0,16726.0,5655.0,6665.0,15479.0,19735.0,17531.0,16576.0,16765.0,18232.0,15294.0,14614.0,14699.0,6150.0,14381.0,16622.0,16254.0,16906.0,14544.0,15887.0,15361.0,17606.0,15020.0,15060.0,18764.0,14635.0,13020.0,16004.0,13109.0,13151.0,16550.0,4950.0,15480.0,12202.0,18269.0,16256.0,16618,2867.25,9435.0,24186.0
15,18027401,1339,52,22015,17020.0,22699.0,23582.0,12741.0,18386.0,25124.0,21796.0,19138.0,20168.0,17836.0,13069.0,20164.0,26176.0,20525.0,14383.0,19425.0,10536.0,22687.0,10928.0,19468.0,15563.0,13312.0,22739.0,8925.0,10846.0,16907.0,11665.0,16599.0,11169.0,14811.0,15299.0,11971.0,11491.0,15622.0,12789.0,14127.0,13143.0,20093.0,17073.0,14581.0,13807.0,15113.0,12830.0,17611.0,11497.0,8440.0,,,,16910,4168.02,10928.0,26176.0
16,7225046,1339,25,7756,19627.0,19216.0,18913.0,21950.0,21163.0,20346.0,15876.0,22286.0,15502.0,22131.0,19203.0,21750.0,18828.0,22692.0,20778.0,19737.0,21705.0,20114.0,13900.0,20740.0,16093.0,7963.0,18552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19595,2406.83,13900.0,22692.0
17,13809416,1338,41,23874,26004.0,28608.0,20474.0,27107.0,25053.0,25751.0,14824.0,32465.0,30490.0,26269.0,21400.0,24062.0,21502.0,18764.0,19171.0,10500.0,24836.0,8010.0,9010.0,22796.0,19587.0,12425.0,29284.0,24487.0,1805.0,25565.0,22627.0,27803.0,5740.0,16956.0,18908.0,16240.0,29599.0,20934.0,17726.0,19035.0,,,,,,,,,,,,,,22180,5656.48,9010.0,32465.0
18,18191959,1335,34,17142,14574.0,23976.0,15129.0,18709.0,21053.0,17564.0,19083.0,22250.0,12971.0,24105.0,18346.0,6465.0,17242.0,6270.0,19052.0,19167.0,23493.0,25224.0,20229.0,13608.0,17022.0,22746.0,14932.0,21260.0,17079.0,8425.0,6535.0,15858.0,22868.0,17302.0,9980.0,6737.0,,,,,,,,,,,,,,,,,,17904,4600.39,6737.0,25224.0
19,18356637,1334,60,21697,18428.0,17162.0,14515.0,14668.0,20486.0,19543.0,20210.0,15506.0,16565.0,10830.0,18885.0,19538.0,17344.0,17804.0,20715.0,8694.0,16722.0,3459.0,11655.0,20794.0,18098.0,20714.0,8925.0,17117.0,16465.0,12817.0,10819.0,14334.0,21716.0,15958.0,18024.0,16582.0,18863.0,15821.0,17647.0,13692.0,18274.0,18248.0,16354.0,15846.0,16169.0,6930.0,16527.0,12564.0,12734.0,17185.0,11836.0,14474.0,12332.0,16743,2816.61,10830.0,21716.0
20,10661327,1334,23,10109,23499.0,23461.0,26846.0,18660.0,3860.0,21270.0,19847.0,26478.0,14130.0,23574.0,18384.0,18947.0,23759.0,27015.0,26032.0,32392.0,24072.0,23539.0,17697.0,14944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22344,4572.0,14130.0,32392.0
21,18162814,1333,69,6195,24714.0,16654.0,9069.0,18393.0,16002.0,20349.0,3880.0,15849.0,16787.0,14346.0,16084.0,7751.0,14991.0,14130.0,17757.0,15472.0,18773.0,16841.0,15115.0,16209.0,16190.0,14807.0,14994.0,13802.0,15810.0,21966.0,37485.0,29183.0,27579.0,23506.0,19989.0,14583.0,17279.0,16715.0,15227.0,12652.0,23580.0,17803.0,26022.0,20077.0,1665.0,22832.0,5931.0,15246.0,16747.0,14598.0,16283.0,14198.0,16325.0,18066,5020.1,9069.0,37485.0
22,18097624,1333,39,20553,22133.0,15383.0,17770.0,20836.0,20728.0,17911.0,17403.0,16337.0,21395.0,26946.0,20046.0,20810.0,18663.0,18181.0,20041.0,1260.0,13527.0,14237.0,17837.0,12815.0,11710.0,24111.0,19435.0,15715.0,18560.0,17261.0,15452.0,19020.0,11563.0,16906.0,18529.0,17644.0,12379.0,14624.0,21760.0,12407.0,,,,,,,,,,,,,,18157,3305.92,12379.0,26946.0
23,15366746,1333,45,12074,6475.0,20679.0,18463.0,5350.0,7525.0,13530.0,16020.0,20677.0,25320.0,25268.0,5090.0,23428.0,22221.0,23148.0,26616.0,29049.0,24684.0,23794.0,24524.0,28176.0,24659.0,23154.0,30267.0,22631.0,26992.0,17297.0,23449.0,20901.0,29945.0,23781.0,15964.0,24331.0,16552.0,23081.0,11850.0,21166.0,28468.0,20378.0,13317.0,19409.0,19743.0,,,,,,,,,21973,4862.8,11850.0,30267.0
24,18055604,1333,24,4880,26662.0,20541.0,20782.0,21281.0,24211.0,17744.0,26070.0,16311.0,20098.0,22545.0,24803.0,16651.0,17311.0,14960.0,16967.0,19832.0,12214.0,20403.0,22301.0,19943.0,17193.0,16823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20163,3359.36,14960.0,26662.0
25,13567971,1333,39,23661,24535.0,31385.0,33021.0,25262.0,19290.0,17056.0,20942.0,22525.0,3210.0,11295.0,24743.0,27781.0,21034.0,24009.0,25569.0,27465.0,24190.0,2530.0,25499.0,26090.0,19606.0,19811.0,19734.0,24292.0,20461.0,22055.0,22055.0,17466.0,21594.0,17340.0,24745.0,13926.0,16201.0,19068.0,22853.0,18430.0,15930.0,,,,,,,,,,,,,22274,4246.72,13926.0,33021.0
26,15852489,1329,58,22592,23549.0,8415.0,22194.0,25577.0,22370.0,18878.0,18669.0,25402.0,16479.0,21765.0,16093.0,24231.0,21755.0,23902.0,20671.0,15845.0,21690.0,23256.0,21242.0,25558.0,5925.0,24683.0,23154.0,22315.0,21857.0,12200.0,15462.0,19125.0,25110.0,9263.0,20562.0,25821.0,12409.0,20148.0,23272.0,27888.0,24446.0,14768.0,13912.0,20403.0,15184.0,16754.0,14368.0,19740.0,21695.0,15853.0,14076.0,13168.0,15924.0,20475,3922.87,13168.0,27888.0
27,15003653,1328,23,19345,15946.0,22978.0,17544.0,7540.0,20219.0,5752.0,23079.0,15574.0,16629.0,22953.0,18497.0,18716.0,17942.0,15225.0,16740.0,14685.0,18292.0,4410.0,15043.0,8075.0,7314.0,7960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16204,4894.48,7314.0,23079.0
28,18309908,1325,38,5576,4380.0,11071.0,5930.0,24280.0,5195.0,2805.0,22742.0,18935.0,22754.0,16873.0,19856.0,19435.0,8330.0,16530.0,21548.0,18850.0,15881.0,24362.0,18878.0,17365.0,22193.0,15339.0,7200.0,21840.0,17281.0,19247.0,19672.0,18834.0,17593.0,18155.0,12537.0,11876.0,,,,,,,,,,,,,,,,,,17032,5240.39,5576.0,24362.0
29,18004835,1324,15,13088,12398.0,23085.0,21040.0,23893.0,16631.0,21798.0,28116.0,22346.0,21062.0,20019.0,32659.0,3520.0,21738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21374,5455.14,12398.0,32659.0
30,8033532,1323,48,23867,23941.0,7180.0,30751.0,29625.0,18320.0,19825.0,645.0,13150.0,11256.0,6321.0,3715.0,25451.0,21458.0,11165.0,28905.0,28642.0,20180.0,19134.0,17960.0,22844.0,4675.0,18518.0,21262.0,13397.0,23329.0,7377.0,7840.0,23187.0,27804.0,20170.0,18321.0,15742.0,165.0,1645.0,18199.0,17642.0,14927.0,17446.0,2235.0,15677.0,20180.0,16296.0,,,,,,,,18094,7039.3,3715.0,30751.0
31,3878998,1321,88,15744,23496.0,15912.0,8379.0,13113.0,20220.0,15528.0,20713.0,16607.0,18578.0,18227.0,23104.0,23394.0,20265.0,930.0,20280.0,22657.0,19905.0,5835.0,11367.0,27220.0,20781.0,5050.0,4575.0,19006.0,22028.0,20392.0,14266.0,22347.0,22523.0,22298.0,18298.0,6676.0,17855.0,17557.0,19434.0,18018.0,22763.0,23477.0,19759.0,27903.0,24154.0,20358.0,18335.0,14401.0,17304.0,20137.0,13673.0,18523.0,20767.0,19357,3874.83,8379.0,27903.0
32,18378483,1321,57,20933,21044.0,22059.0,31214.0,10485.0,12200.0,20086.0,12789.0,31856.0,18207.0,24436.0,20502.0,16978.0,23918.0,31873.0,22098.0,14700.0,24995.0,9491.0,29906.0,20239.0,25199.0,23206.0,12555.0,20003.0,28630.0,11726.0,31191.0,29341.0,21965.0,19124.0,20048.0,12230.0,23772.0,24212.0,11942.0,20246.0,16124.0,23710.0,14410.0,24078.0,25502.0,27897.0,20426.0,23522.0,455.0,20960.0,16759.0,11378.0,22726.0,21773,5498.86,11942.0,31873.0
33,15375442,1320,14,6315,18600.0,18790.0,6956.0,20082.0,21029.0,17448.0,15788.0,7200.0,17482.0,5771.0,18541.0,5180.0,13106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14392,5771.76,5771.0,21029.0
34,8158449,1320,90,22240,27162.0,20472.0,16021.0,23951.0,26621.0,25069.0,5925.0,20827.0,27909.0,17561.0,20276.0,24031.0,22700.0,11926.0,24719.0,23520.0,11215.0,12481.0,21875.0,21102.0,19233.0,21432.0,18924.0,20592.0,21089.0,15257.0,20479.0,23157.0,21311.0,25786.0,20713.0,22916.0,16030.0,19982.0,20085.0,21040.0,20405.0,20678.0,24996.0,19099.0,20178.0,14151.0,24004.0,19937.0,22020.0,20831.0,21097.0,20440.0,20200.0,21510,2758.45,15257.0,27909.0
35,12893217,1317,38,19276,20692.0,18986.0,21823.0,22074.0,26479.0,27184.0,18244.0,18765.0,25219.0,27601.0,25988.0,21705.0,21470.0,28383.0,25751.0,26377.0,28650.0,20364.0,21019.0,30761.0,18404.0,21439.0,24363.0,25615.0,21856.0,14912.0,32364.0,28683.0,23930.0,27473.0,30010.0,19162.0,26561.0,28218.0,20485.0,,,,,,,,,,,,,,,24506,3806.16,18765.0,32364.0
36,16023089,1312,17,33863,19518.0,22363.0,25342.0,28520.0,29340.0,19146.0,32088.0,24606.0,9540.0,18176.0,23543.0,24973.0,7551.0,23264.0,25413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23979,6016.86,9540.0,33863.0
37,15869236,1311,25,22579,16202.0,17050.0,16725.0,20385.0,19832.0,9360.0,17987.0,17379.0,24401.0,23022.0,23365.0,17153.0,22815.0,14991.0,14613.0,17446.0,20829.0,17416.0,22344.0,18756.0,16370.0,20465.0,6291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19187,2938.78,14613.0,24401.0
38,18449772,1308,70,13577,18842.0,15901.0,12628.0,2240.0,22037.0,13182.0,21017.0,18887.0,6448.0,14344.0,10500.0,13147.0,17727.0,19822.0,10917.0,9289.0,13641.0,11165.0,9616.0,15953.0,18557.0,19099.0,10388.0,14673.0,20073.0,14565.0,15736.0,12249.0,10888.0,19871.0,16173.0,6930.0,9148.0,16031.0,21155.0,14478.0,20232.0,16974.0,18848.0,16563.0,15367.0,15523.0,8210.0,6675.0,15661.0,15573.0,20186.0,14174.0,12547.0,15487,3538.26,9148.0,22037.0
39,13872937,1304,21,14508,12062.0,14512.0,16995.0,13371.0,5595.0,11845.0,16279.0,16753.0,13343.0,16034.0,8030.0,10893.0,16177.0,13708.0,17629.0,10060.0,1060.0,15300.0,13266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13931,2618.75,8030.0,17629.0
40,15953843,1302,22,18434,15795.0,18746.0,18654.0,20398.0,21988.0,18359.0,18530.0,16815.0,17697.0,18108.0,14424.0,15752.0,11888.0,19792.0,15456.0,19296.0,11568.0,7200.0,14296.0,8495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17157,2766.64,11568.0,21988.0
41,18206637,1299,40,6542,6890.0,11367.0,8325.0,8822.0,6997.0,10441.0,3061.0,23132.0,26026.0,18907.0,2205.0,12638.0,11800.0,10202.0,19801.0,12668.0,19904.0,12976.0,5878.0,14543.0,3475.0,4935.0,18022.0,14966.0,1530.0,5350.0,16089.0,11626.0,16483.0,16835.0,11392.0,17705.0,11119.0,8075.0,13565.0,10746.0,12517.0,,,,,,,,,,,,,12593,5317.46,3475.0,26026.0
42,14077069,1299,35,16639,16574.0,20369.0,17532.0,20754.0,17668.0,21876.0,22103.0,18544.0,19882.0,20957.0,17793.0,18580.0,20761.0,16103.0,19479.0,13628.0,20536.0,25039.0,20083.0,21768.0,20072.0,19087.0,15526.0,22464.0,26099.0,18342.0,18930.0,15770.0,16254.0,16723.0,4720.0,15781.0,,,,,,,,,,,,,,,,,,19418,2601.89,15770.0,26099.0
43,7172197,1298,43,20441,19108.0,19624.0,22208.0,16262.0,19488.0,15472.0,16919.0,15614.0,22976.0,21523.0,18471.0,20984.0,18246.0,17894.0,22483.0,17616.0,20706.0,19689.0,23729.0,19450.0,15231.0,21872.0,14930.0,20374.0,21497.0,18169.0,20273.0,18774.0,18891.0,18157.0,17652.0,16748.0,17021.0,12579.0,17728.0,18816.0,19659.0,20437.0,18250.0,19056.0,20628.0,16222.0,,,,,,,,19324,1958.23,15614.0,23729.0
44,10308928,1298,89,8330,7430.0,2980.0,19675.0,2080.0,17147.0,16608.0,1805.0,23352.0,22465.0,24058.0,21391.0,8160.0,18735.0,10350.0,22391.0,18817.0,10645.0,24847.0,21446.0,22240.0,6515.0,25598.0,21918.0,27544.0,17692.0,17017.0,20523.0,9540.0,6150.0,3430.0,18583.0,20250.0,22577.0,15534.0,24496.0,19306.0,22906.0,24366.0,19601.0,8730.0,21276.0,1915.0,6780.0,21326.0,17064.0,18411.0,10090.0,18993.0,6335.0,17493,6208.28,6150.0,27544.0
45,2226378,1298,24,21863,17683.0,21904.0,20540.0,23688.0,18194.0,14803.0,16561.0,23235.0,16362.0,19868.0,18493.0,17457.0,20173.0,18379.0,19468.0,16342.0,13552.0,24880.0,14030.0,14875.0,12643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18939,3082.01,14030.0,24880.0
46,18419042,1297,35,23628,32216.0,25051.0,28470.0,28204.0,24814.0,16758.0,28993.0,21596.0,23984.0,26942.0,32072.0,11850.0,29117.0,7750.0,26681.0,22582.0,25927.0,30362.0,36848.0,25778.0,30316.0,28272.0,21990.0,32005.0,27305.0,24729.0,22004.0,22688.0,20670.0,23989.0,29836.0,20632.0,28956.0,28841.0,,,,,,,,,,,,,,,,26734,3885.67,20632.0,36848.0
47,18147790,1296,69,14270,20717.0,30666.0,27116.0,24545.0,26293.0,27019.0,6180.0,30521.0,24411.0,27942.0,14972.0,20391.0,24053.0,40130.0,24568.0,28810.0,12974.0,42771.0,26652.0,28933.0,21410.0,25775.0,1275.0,29419.0,22678.0,32600.0,26035.0,22833.0,11611.0,26860.0,27656.0,26488.0,30140.0,25486.0,38239.0,29032.0,24622.0,26525.0,33923.0,27101.0,23546.0,22180.0,28241.0,25990.0,27747.0,21635.0,19926.0,23907.0,20988.0,26699,5164.29,14972.0,42771.0
48,12181484,1295,7,885,9268.0,13226.0,17343.0,10890.0,11655.0,18856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11731,5900.71,885.0,18856.0
49,14130742,1294,21,22107,18840.0,18192.0,19487.0,18230.0,12883.0,20228.0,17906.0,16168.0,15082.0,11549.0,16153.0,13478.0,19944.0,17353.0,11085.0,12309.0,12723.0,5900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16317,3340.29,11085.0,22107.0
50,14885281,1293,17,10536,22733.0,18868.0,21176.0,25873.0,3620.0,24204.0,2700.0,18647.0,15724.0,23148.0,17812.0,12487.0,7224.0,10461.0,10668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16212,6748.05,3620.0,25873.0
51,18122645,1292,17,16514,9888.0,13066.0,15776.0,14669.0,16254.0,13520.0,12200.0,15393.0,20212.0,5336.0,9855.0,18457.0,14554.0,15527.0,21096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15132,3246.95,9855.0,21096.0
52,11497135,1292,11,9721,20820.0,15004.0,22606.0,22281.0,17235.0,13396.0,16288.0,16402.0,11750.0,12478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16826,3937.14,11750.0,22606.0
53,18162742,1291,10,17551,19371.0,17100.0,13035.0,15323.0,14755.0,15118.0,19855.0,18836.0,13621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16836,2236.88,13621.0,19855.0
54,12730198,1291,6,20083,21917.0,19490.0,20363.0,17846.0,16662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19393,1878.75,16662.0,21917.0
55,18185287,1291,23,21299,19952.0,17087.0,14494.0,21296.0,20502.0,7451.0,24931.0,24570.0,18981.0,18647.0,17268.0,15127.0,22484.0,23995.0,17366.0,12188.0,12808.0,7845.0,7180.0,2640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17804,5148.8,7451.0,24931.0
56,9540772,1291,69,10361,25197.0,24079.0,19305.0,27276.0,20900.0,25061.0,21107.0,24933.0,26085.0,22497.0,20909.0,8166.0,21988.0,27601.0,15355.0,20501.0,26089.0,13338.0,23458.0,25807.0,22945.0,18524.0,29677.0,26202.0,19916.0,20660.0,24122.0,27662.0,24139.0,25738.0,18453.0,17959.0,23386.0,26764.0,14550.0,26361.0,18177.0,16297.0,13511.0,11165.0,21318.0,19518.0,12747.0,17085.0,25845.0,19231.0,15559.0,22466.0,25632.0,22218,3996.88,13511.0,29677.0
57,18280037,1290,15,24928,19509.0,17136.0,20287.0,33693.0,32582.0,24011.0,23508.0,23496.0,29488.0,24214.0,17223.0,12121.0,19902.0,14042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23144,5763.45,14042.0,33693.0
58,14252045,1289,10,7781,19035.0,21728.0,16651.0,15125.0,18425.0,20134.0,19685.0,15265.0,12292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17593,2983.32,12292.0,21728.0
59,1242332,1289,25,23565,18500.0,20032.0,9966.0,10527.0,19108.0,18271.0,17954.0,23481.0,4098.0,16994.0,17823.0,16380.0,19019.0,18927.0,22676.0,20208.0,18422.0,20308.0,19662.0,20263.0,12656.0,16614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18637,3083.62,10527.0,23565.0
60,18486780,1288,39,3745,19412.0,22573.0,18006.0,16914.0,15256.0,22019.0,24419.0,24575.0,20078.0,16345.0,17617.0,14965.0,8356.0,7570.0,15480.0,17336.0,23690.0,20244.0,21103.0,14383.0,8951.0,21354.0,18847.0,21788.0,17580.0,14757.0,16620.0,14200.0,10175.0,13922.0,16404.0,12276.0,14772.0,,,,,,,,,,,,,,,,,17614,3957.12,8951.0,24575.0
